domain,status,latency_ms,frame_len
gustissimo.it,SUCCESS,58.99953842163086,73.0
auto-klad.ru,SUCCESS,59.178829193115234,72.0
iointegrators.com,SUCCESS,85.20269393920898,77.0
daytimeghosthunter.com,FAILED,63.692331314086914,82.0
sapendolo.it,FAILED,192.02089309692383,72.0
saharaimport.com,SUCCESS,61.742305755615234,76.0
ngoanhien.com,FAILED,62.039852142333984,73.0
itgeorgia.co,SUCCESS,366.06287956237793,72.0
myfantasticpark.es,SUCCESS,330.5528163909912,78.0
vinayaprabha.com,SUCCESS,57.04903602600098,76.0
sitiweb.us,SUCCESS,286.1161231994629,70.0
contentremarketing.com,SUCCESS,57.65819549560547,82.0
videofun.me,FAILED,57.511091232299805,71.0
breezelaw.com,SUCCESS,58.18533897399902,73.0
ranocchi.it,SUCCESS,63.25387954711914,71.0
22hotmail.com,SUCCESS,58.775901794433594,73.0
ana-sofia.pt,SUCCESS,59.60798263549805,72.0
abhair.com,SUCCESS,348.0832576751709,70.0
tripladoppia.com,FAILED,62.291622161865234,76.0
gardeninginflorida.com,SUCCESS,183.1052303314209,82.0
thepropertyvault.co.uk,SUCCESS,125.84257125854492,82.0
viahttps.com,SUCCESS,59.33213233947754,72.0
adverman.com,SUCCESS,57.61909484863281,72.0
majorleaguelacrosse.com,SUCCESS,68.53508949279785,83.0
rubenquinones.com,SUCCESS,56.85830116271973,77.0
kanoon-ansar.org,SUCCESS,62.912940979003906,76.0
arrabonet.hu,SUCCESS,58.35461616516113,72.0
wordai.com,SUCCESS,61.074256896972656,70.0
muhammedmusa.com,FAILED,60.3032112121582,76.0
freepornvideosx.com,FAILED,118.80111694335938,79.0
120shenbing.com,FAILED,61.650991439819336,75.0
onetoshop.nl,SUCCESS,65.58585166931152,72.0
meditekyazilim.net,SUCCESS,461.5931510925293,78.0
theexoticpersian.com,FAILED,65.74440002441406,80.0
boh10suphanburi.com,FAILED,60.23573875427246,79.0
overseasmedical.com,SUCCESS,416.5630340576172,79.0
grandcanyongrandhotel.com,SUCCESS,61.93375587463379,85.0
boneshoppe.com,FAILED,64.53132629394531,74.0
sweathelp.org,SUCCESS,61.67912483215332,73.0
c0.pl,SUCCESS,58.272361755371094,65.0
sipflash.com,FAILED,119.6146011352539,72.0
koopsmodellbau.de,SUCCESS,59.452056884765625,77.0
lespetiteschoses.com,SUCCESS,56.89096450805664,80.0
b2b2c.ca,SUCCESS,348.8032817840576,68.0
pilsnerurquell.com,SUCCESS,57.58547782897949,78.0
medintime.ru,SUCCESS,62.05129623413086,72.0
njafe.org,SUCCESS,365.2329444885254,69.0
djbarryblends.com,SUCCESS,56.22506141662598,77.0
deine-bahn.de,SUCCESS,58.53891372680664,73.0
hackthissite.org,SUCCESS,59.8750114440918,76.0
ereadz.com,FAILED,65.21248817443848,70.0
gurukulonline.com,SUCCESS,58.73584747314453,77.0
sf-notifications.com,FAILED,67.12698936462402,80.0
capequilog.com,SUCCESS,56.98442459106445,74.0
greens.my,SUCCESS,62.91484832763672,69.0
2xfzy.com,SUCCESS,461.2400531768799,69.0
magic-illusion.ru,SUCCESS,66.99657440185547,77.0
irflashgame.com,FAILED,60.77003479003906,75.0
solcredito.es,SUCCESS,71.65312767028809,73.0
go2jump.com,SUCCESS,57.88278579711914,71.0
millionfareast.com,SUCCESS,58.29262733459473,78.0
msf.be,SUCCESS,57.30867385864258,66.0
cellslider.net,SUCCESS,72.02887535095215,74.0
bhhsneproperties.com,SUCCESS,65.62399864196777,80.0
skplus.kr,FAILED,58.03513526916504,69.0
empclan.com,SUCCESS,289.6685600280762,71.0
carolgraykennedy.com,FAILED,62.55340576171875,80.0
kiyimuzik.com,SUCCESS,66.75577163696289,73.0
yunpda.com,FAILED,60.88662147521973,70.0
valdo.com,SUCCESS,59.271812438964844,69.0
supportpabiomass.org,SUCCESS,408.2779884338379,80.0
roche-applied-science.com,SUCCESS,220.31521797180176,85.0
oneworldinfo.com,SUCCESS,56.13446235656738,76.0
7apcrshrmanila.org,FAILED,57.78622627258301,78.0
ilikecrochet.com,SUCCESS,59.08560752868652,76.0
closerdiets.com,SUCCESS,66.82085990905762,75.0
myface.com,FAILED,56.31136894226074,70.0
megi.cz,SUCCESS,422.8239059448242,67.0
pces.in,SUCCESS,64.36991691589355,67.0
originalmagicart.com,SUCCESS,60.637474060058594,80.0
godo.co.kr,SUCCESS,207.56912231445312,70.0
ugotrelis.com,SUCCESS,421.553373336792,73.0
alb-automobiles.com,FAILED,167.84119606018066,79.0
ok-magazine.ru,SUCCESS,445.5904960632324,74.0
wiltpr.com,FAILED,60.78028678894043,70.0
dmg-dental.com,SUCCESS,57.70707130432129,74.0
silkroadtours.com,SUCCESS,125.55956840515137,77.0
rositehost.com,SUCCESS,59.17048454284668,74.0
livescan4all.com,SUCCESS,57.59549140930176,76.0
oberandsons.com,SUCCESS,298.9833354949951,75.0
celerity.com,SUCCESS,63.34209442138672,72.0
miscellaneousheathen.com,SUCCESS,56.49518966674805,84.0
rolflouisville.com,SUCCESS,56.325674057006836,78.0
jacquelinemertz.ch,FAILED,62.27588653564453,78.0
gaplex.biz,FAILED,58.55059623718262,70.0
frasesdemotivacao.net,FAILED,61.38253211975098,81.0
divefishhouse.com,FAILED,62.81471252441406,77.0
stark.dk,SUCCESS,65.35148620605469,68.0
xxx-muschis.de,FAILED,124.73201751708984,74.0
florenseusa.com,SUCCESS,179.28671836853027,75.0
