domain,status,query_time_ms,resolver_ip,recursion_desired,answers
giuseppelivraghi.it,NOERROR,337.467,8.8.8.8,true,89.46.108.54
hdcric.com,NOERROR,113.366,8.8.8.8,true,159.69.83.207;159.69.186.9;159.69.42.212;95.216.161.60
chekiang.info,NXDOMAIN,221.923,8.8.8.8,true,
archiportale.com,NOERROR,44.906,8.8.8.8,true,104.18.12.154;104.18.13.154
de.vu,NOERROR,44.089,8.8.8.8,true,81.28.232.69
teachmyass.info,NOERROR,38.146,8.8.8.8,true,103.224.182.212
nasaspaceflight.com,NOERROR,42.425,8.8.8.8,true,172.66.40.183;172.66.43.73
consumerreviews24.com,NXDOMAIN,40.948,8.8.8.8,true,
dilw.ie,NOERROR,39.780,8.8.8.8,true,35.214.43.230
bbqinjector.com,NXDOMAIN,104.626,8.8.8.8,true,
gxjbsj.com,NOERROR,362.581,8.8.8.8,true,172.247.103.2
fmnara.com,NOERROR,360.902,8.8.8.8,true,49.247.215.98
pet-connect.ru,NOERROR,38.525,8.8.8.8,true,194.58.112.174
isatap,NXDOMAIN,40.002,8.8.8.8,true,
isatap,NXDOMAIN,41.116,8.8.8.8,true,
isatap,NXDOMAIN,38.990,8.8.8.8,true,
isatap,NXDOMAIN,38.167,8.8.8.8,true,
synchchaos.com,NOERROR,513.276,8.8.8.8,true,203.161.61.102
uca.edu,NOERROR,35.596,8.8.8.8,true,161.31.3.35
oaister.org,NOERROR,403.091,8.8.8.8,true,132.174.1.212
chenghuavideo.asia,SERVFAIL,428.559,8.8.8.8,true,
video-peche-poisson.fr,NXDOMAIN,42.112,8.8.8.8,true,
currencyrates.org,NOERROR,102.364,8.8.8.8,true,104.21.23.70;172.67.209.125
wpad,NXDOMAIN,41.564,8.8.8.8,true,
wpad,NXDOMAIN,37.843,8.8.8.8,true,
wpad,NXDOMAIN,40.840,8.8.8.8,true,
wpad,NXDOMAIN,41.081,8.8.8.8,true,
zpav.pl,NOERROR,410.647,8.8.8.8,true,83.238.107.112
tawali.com,NOERROR,497.949,8.8.8.8,true,173.249.147.46
dock2office.com,NXDOMAIN,41.915,8.8.8.8,true,
vlielandoutdoorcenter.nl,NOERROR,391.535,8.8.8.8,true,185.232.249.41
gregginn.com,NOERROR,105.060,8.8.8.8,true,3.33.130.190;15.197.148.33
arcoat.com,NOERROR,332.396,8.8.8.8,true,66.39.19.55
cushinglawoffices.com,NXDOMAIN,43.394,8.8.8.8,true,
eggcityradio.com,NOERROR,350.246,8.8.8.8,true,103.224.182.253
michaelbyers.org,NOERROR,99.262,8.8.8.8,true,198.185.159.144;198.49.23.144;198.185.159.145;198.49.23.145
wpad,NXDOMAIN,36.202,8.8.8.8,true,
wpad,NXDOMAIN,37.029,8.8.8.8,true,
wpad,NXDOMAIN,36.351,8.8.8.8,true,
wpad,NXDOMAIN,46.202,8.8.8.8,true,
wpad,NXDOMAIN,37.334,8.8.8.8,true,
wpad,NXDOMAIN,41.360,8.8.8.8,true,
wpad,NXDOMAIN,40.949,8.8.8.8,true,
wpad,NXDOMAIN,36.397,8.8.8.8,true,
stkpro.ru,NOERROR,699.180,8.8.8.8,true,205.251.138.125
silveropt.ru,NXDOMAIN,774.378,8.8.8.8,true,
topbarbee.com,NOERROR,44.328,8.8.8.8,true,159.203.135.249
teleskill.it,NOERROR,149.369,8.8.8.8,true,185.81.4.109
virtualjerusalem.com,NOERROR,37.692,8.8.8.8,true,69.48.168.47
morban.co.uk,NOERROR,41.551,8.8.8.8,true,217.160.0.111
mechachal.org,NXDOMAIN,337.725,8.8.8.8,true,
noblewomanhood.com,NOERROR,304.714,8.8.8.8,true,74.208.236.114
cosmeticaestheticsurgery.com,NOERROR,103.913,8.8.8.8,true,15.197.148.33;3.33.130.190
note-so-easy.co.za,NOERROR,1606.830,8.8.8.8,true,102.211.204.40
isatap,NXDOMAIN,40.602,8.8.8.8,true,
isatap,NXDOMAIN,39.477,8.8.8.8,true,
isatap,NXDOMAIN,39.660,8.8.8.8,true,
isatap,NXDOMAIN,39.655,8.8.8.8,true,
vietcapitaltour.com,NXDOMAIN,42.469,8.8.8.8,true,
ncees.org,NOERROR,104.818,8.8.8.8,true,172.66.158.97;104.20.28.40
laigang001.com,NXDOMAIN,44.917,8.8.8.8,true,
verlockeshop.de,NOERROR,403.312,8.8.8.8,true,185.64.112.230
clickdownloadfiles.com,NXDOMAIN,43.891,8.8.8.8,true,
e-hps.com,NOERROR,41.839,8.8.8.8,true,208.44.185.221
drglendza.co.rs,NXDOMAIN,106.640,8.8.8.8,true,
wpad,NXDOMAIN,37.256,8.8.8.8,true,
wpad,NXDOMAIN,39.197,8.8.8.8,true,
wpad,NXDOMAIN,38.674,8.8.8.8,true,
wpad,NXDOMAIN,38.379,8.8.8.8,true,
ghimpele.ro,NOERROR,105.192,8.8.8.8,true,89.35.160.167
wpad,NXDOMAIN,40.748,8.8.8.8,true,
wpad,NXDOMAIN,62.211,8.8.8.8,true,
wpad,NXDOMAIN,39.008,8.8.8.8,true,
wpad,NXDOMAIN,38.526,8.8.8.8,true,
wpad,NXDOMAIN,38.659,8.8.8.8,true,
wpad,NXDOMAIN,41.255,8.8.8.8,true,
wpad,NXDOMAIN,40.652,8.8.8.8,true,
wpad,NXDOMAIN,40.858,8.8.8.8,true,
pahibu.net,NXDOMAIN,271.619,8.8.8.8,true,
trackcheatingspouse.com,NXDOMAIN,43.945,8.8.8.8,true,
dricom-hosting.nl,NOERROR,395.004,8.8.8.8,true,46.249.36.223
medipacademy.com,NOERROR,45.885,8.8.8.8,true,104.21.4.41;172.67.131.163
e-daily.gr,NOERROR,284.386,8.8.8.8,true,172.67.70.26;104.26.13.52;104.26.12.52
cuteteenschoolgirlz.com,NXDOMAIN,41.080,8.8.8.8,true,
hralda.info,NXDOMAIN,162.069,8.8.8.8,true,
sendrakhizonline.com,NOERROR,105.562,8.8.8.8,true,20.244.2.144
hayalforum.net,NXDOMAIN,41.396,8.8.8.8,true,
wpad,NXDOMAIN,38.270,8.8.8.8,true,
wpad,NXDOMAIN,39.388,8.8.8.8,true,
wpad,NXDOMAIN,37.940,8.8.8.8,true,
wpad,NXDOMAIN,38.840,8.8.8.8,true,
begleyhutton.com,NOERROR,42.576,8.8.8.8,true,198.49.23.144;198.185.159.144;198.49.23.145;198.185.159.145
bmw-parts.ru,NOERROR,811.723,8.8.8.8,true,91.236.136.97
rterc.in,NOERROR,119.276,8.8.8.8,true,147.79.69.222;88.222.243.54
monitis.com,NOERROR,196.578,8.8.8.8,true,188.172.236.218
