domain,status,query_time_ms,resolver_ip,recursion_desired,answers
wpad,NXDOMAIN,336.404,8.8.8.8,true,
wpad,NXDOMAIN,30.669,8.8.8.8,true,
wpad,NXDOMAIN,32.553,8.8.8.8,true,
wpad,NXDOMAIN,29.778,8.8.8.8,true,
house-sg.com,NOERROR,327.827,8.8.8.8,true,208.98.40.33
camcard.com,NOERROR,96.366,8.8.8.8,true,184.169.209.203;184.169.200.40
ppsuika.ac.id,NOERROR,328.868,8.8.8.8,true,203.175.8.54
healthnews4you.com,NOERROR,95.832,8.8.8.8,true,15.197.148.33;3.33.130.190
stunninggirls.net,NOERROR,96.866,8.8.8.8,true,34.95.33.229
isatap,NXDOMAIN,36.227,8.8.8.8,true,
isatap,NXDOMAIN,31.003,8.8.8.8,true,
isatap,NXDOMAIN,33.848,8.8.8.8,true,
isatap,NXDOMAIN,33.306,8.8.8.8,true,
kathihill.com,NOERROR,31.498,8.8.8.8,true,159.65.187.116
linksplash.info,NXDOMAIN,93.070,8.8.8.8,true,
group14eng.com,NOERROR,97.956,8.8.8.8,true,192.124.249.164
shqqaa.com,NOERROR,38.990,8.8.8.8,true,104.21.25.127;172.67.134.61
mesites.co.za,NOERROR,32.710,8.8.8.8,true,41.204.200.130
progettogiovani.pd.it,NOERROR,407.459,8.8.8.8,true,185.213.115.40
wpad,NXDOMAIN,34.747,8.8.8.8,true,
wpad,NXDOMAIN,31.748,8.8.8.8,true,
wpad,NXDOMAIN,30.114,8.8.8.8,true,
wpad,NXDOMAIN,30.137,8.8.8.8,true,
uahoy.net,NXDOMAIN,35.869,8.8.8.8,true,
retiragroup.com,NXDOMAIN,38.069,8.8.8.8,true,
effexdjs.com,NXDOMAIN,40.219,8.8.8.8,true,
mysearch-online.com,NXDOMAIN,93.592,8.8.8.8,true,
asadventure.com,NOERROR,37.538,8.8.8.8,true,143.204.55.46;143.204.55.107;143.204.55.22;143.204.55.60
wpad,NXDOMAIN,34.025,8.8.8.8,true,
wpad,NXDOMAIN,34.216,8.8.8.8,true,
wpad,NXDOMAIN,33.190,8.8.8.8,true,
wpad,NXDOMAIN,31.737,8.8.8.8,true,
wpad,NXDOMAIN,33.166,8.8.8.8,true,
wpad,NXDOMAIN,30.669,8.8.8.8,true,
michiganbulb.com,NOERROR,297.427,8.8.8.8,true,208.27.142.168
wpad,NXDOMAIN,33.646,8.8.8.8,true,
wpad,NXDOMAIN,33.727,8.8.8.8,true,
shivalikprints.com,NOERROR,31.841,8.8.8.8,true,162.215.11.92
wpad,NXDOMAIN,33.776,8.8.8.8,true,
wpad,NXDOMAIN,33.618,8.8.8.8,true,
wpad,NXDOMAIN,33.866,8.8.8.8,true,
wpad,NXDOMAIN,31.626,8.8.8.8,true,
