domain,status,query_time_ms,resolver_ip,recursion_desired,answers
greens.my,NOERROR,305.476,10.0.0.5,false,172.67.132.13;104.21.4.120
2xfzy.com,NOERROR,647.801,10.0.0.5,false,23.226.181.53
magic-illusion.ru,NOERROR,505.000,10.0.0.5,false,104.21.4.130;172.67.132.25
irflashgame.com,NXDOMAIN,333.153,10.0.0.5,false,
solcredito.es,NOERROR,464.392,10.0.0.5,false,18.239.153.17;18.239.153.56;18.239.153.86;18.239.153.67
wpad,NXDOMAIN,185.221,10.0.0.5,false,
wpad,NXDOMAIN,184.230,10.0.0.5,false,
wpad,NXDOMAIN,189.019,10.0.0.5,false,
wpad,NXDOMAIN,185.130,10.0.0.5,false,
go2jump.com,NOERROR,460.155,10.0.0.5,false,34.175.54.178
millionfareast.com,NOERROR,505.028,10.0.0.5,false,72.167.243.77
msf.be,TIMEOUT,0.000,10.0.0.5,false,
cellslider.net,NOERROR,381.970,10.0.0.5,false,20.237.25.126
bhhsneproperties.com,NOERROR,351.057,10.0.0.5,false,8.43.189.250
skplus.kr,NXDOMAIN,452.557,10.0.0.5,false,
empclan.com,NOERROR,597.532,10.0.0.5,false,64.26.30.251
carolgraykennedy.com,NXDOMAIN,345.205,10.0.0.5,false,
kiyimuzik.com,NOERROR,377.788,10.0.0.5,false,104.21.63.112;172.67.145.101
yunpda.com,NXDOMAIN,327.517,10.0.0.5,false,
valdo.com,NOERROR,456.757,10.0.0.5,false,23.227.38.65
supportpabiomass.org,NOERROR,681.312,10.0.0.5,false,162.248.51.100
roche-applied-science.com,NOERROR,511.821,10.0.0.5,false,149.250.245.221
oneworldinfo.com,NOERROR,614.159,10.0.0.5,false,13.223.25.84;54.243.117.197
7apcrshrmanila.org,NXDOMAIN,261.579,10.0.0.5,false,
ilikecrochet.com,NOERROR,363.773,10.0.0.5,false,192.124.249.58
closerdiets.com,NOERROR,424.990,10.0.0.5,false,5.22.145.121;5.22.145.16
myface.com,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,202.201,10.0.0.5,false,
wpad,NXDOMAIN,183.999,10.0.0.5,false,
wpad,NXDOMAIN,201.555,10.0.0.5,false,
wpad,NXDOMAIN,187.592,10.0.0.5,false,
wpad,NXDOMAIN,182.004,10.0.0.5,false,
wpad,NXDOMAIN,183.876,10.0.0.5,false,
wpad,NXDOMAIN,183.138,10.0.0.5,false,
wpad,NXDOMAIN,185.744,10.0.0.5,false,
megi.cz,TIMEOUT,0.000,10.0.0.5,false,
pces.in,TIMEOUT,0.000,10.0.0.5,false,
originalmagicart.com,TIMEOUT,0.000,10.0.0.5,false,
godo.co.kr,NOERROR,988.677,10.0.0.5,false,180.210.81.80
ugotrelis.com,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,NXDOMAIN,186.052,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,NXDOMAIN,185.296,10.0.0.5,false,
alb-automobiles.com,TIMEOUT,0.000,10.0.0.5,false,
ok-magazine.ru,NOERROR,601.051,10.0.0.5,false,188.124.32.70
wiltpr.com,TIMEOUT,0.000,10.0.0.5,false,
dmg-dental.com,TIMEOUT,0.000,10.0.0.5,false,
silkroadtours.com,TIMEOUT,0.000,10.0.0.5,false,
rositehost.com,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,196.636,10.0.0.5,false,
wpad,NXDOMAIN,184.936,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
livescan4all.com,NOERROR,616.033,10.0.0.5,false,149.20.203.54
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,184.444,10.0.0.5,false,
wpad,NXDOMAIN,186.051,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
oberandsons.com,TIMEOUT,0.000,10.0.0.5,false,
celerity.com,TIMEOUT,0.000,10.0.0.5,false,
miscellaneousheathen.com,NOERROR,634.196,10.0.0.5,false,75.127.72.229
rolflouisville.com,TIMEOUT,0.000,10.0.0.5,false,
jacquelinemertz.ch,TIMEOUT,0.000,10.0.0.5,false,
gaplex.biz,NXDOMAIN,238.732,10.0.0.5,false,
frasesdemotivacao.net,NXDOMAIN,344.115,10.0.0.5,false,
divefishhouse.com,TIMEOUT,0.000,10.0.0.5,false,
stark.dk,TIMEOUT,0.000,10.0.0.5,false,
xxx-muschis.de,TIMEOUT,0.000,10.0.0.5,false,
florenseusa.com,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,188.950,10.0.0.5,false,
wpad,NXDOMAIN,185.100,10.0.0.5,false,
wpad,NXDOMAIN,200.530,10.0.0.5,false,
