domain,status,query_time_ms,resolver_ip,recursion_desired,answers
ximangquantrieu.com,NOERROR,506.266,10.0.0.5,false,123.31.17.119
shishioh.info,NOERROR,402.137,10.0.0.5,false,219.94.162.166
vpndefender.com,NOERROR,364.561,10.0.0.5,false,34.234.125.61;54.224.56.57
hutago.com,NOERROR,509.406,10.0.0.5,false,118.27.125.209
tangkas888.com,NOERROR,356.079,10.0.0.5,false,104.21.7.113;172.67.130.50
egov.sy,NOERROR,432.539,10.0.0.5,false,185.216.134.58
abmcare.com,NOERROR,359.449,10.0.0.5,false,104.18.10.144;104.18.11.144
wpad,NXDOMAIN,180.505,10.0.0.5,false,
wpad,NXDOMAIN,182.032,10.0.0.5,false,
wpad,NXDOMAIN,182.204,10.0.0.5,false,
wpad,NXDOMAIN,185.233,10.0.0.5,false,
isilon,NXDOMAIN,167.621,10.0.0.5,false,
isilon,NXDOMAIN,170.072,10.0.0.5,false,
isilon,NXDOMAIN,181.693,10.0.0.5,false,
isilon,NXDOMAIN,162.677,10.0.0.5,false,
iael.com,TIMEOUT,0.000,10.0.0.5,false,
sailor.pl,NOERROR,368.799,10.0.0.5,false,88.99.19.146
skyhightmatter.info,NXDOMAIN,223.092,10.0.0.5,false,
autopareri.com,NOERROR,459.856,10.0.0.5,false,147.93.94.216
cia.it,NOERROR,504.543,10.0.0.5,false,3.248.13.228;54.228.218.49
texasbeyondhistory.net,NOERROR,1303.084,10.0.0.5,false,146.6.162.220
gardenofwords.com,NOERROR,363.916,10.0.0.5,false,192.0.78.25;192.0.78.24
giuseppelivraghi.it,NOERROR,974.217,10.0.0.5,false,89.46.108.54
hdcric.com,NOERROR,457.043,10.0.0.5,false,159.69.186.9;159.69.42.212;159.69.83.207;95.216.161.60
chekiang.info,NXDOMAIN,220.739,10.0.0.5,false,
archiportale.com,NOERROR,365.275,10.0.0.5,false,104.18.13.154;104.18.12.154
de.vu,NOERROR,633.963,10.0.0.5,false,81.28.232.69
teachmyass.info,NOERROR,1050.494,10.0.0.5,false,103.224.182.212
nasaspaceflight.com,NOERROR,363.818,10.0.0.5,false,172.66.40.183;172.66.43.73
consumerreviews24.com,NXDOMAIN,354.544,10.0.0.5,false,
dilw.ie,TIMEOUT,0.000,10.0.0.5,false,
bbqinjector.com,NXDOMAIN,327.109,10.0.0.5,false,
gxjbsj.com,NOERROR,565.502,10.0.0.5,false,172.247.103.2
fmnara.com,NOERROR,1257.863,10.0.0.5,false,49.247.215.98
pet-connect.ru,TIMEOUT,0.000,10.0.0.5,false,
isatap,NXDOMAIN,180.597,10.0.0.5,false,
isatap,NXDOMAIN,169.884,10.0.0.5,false,
isatap,NXDOMAIN,165.559,10.0.0.5,false,
isatap,NXDOMAIN,168.742,10.0.0.5,false,
synchchaos.com,TIMEOUT,0.000,10.0.0.5,false,
uca.edu,TIMEOUT,0.000,10.0.0.5,false,
oaister.org,NOERROR,351.080,10.0.0.5,false,132.174.1.212
chenghuavideo.asia,TIMEOUT,0.000,10.0.0.5,false,
video-peche-poisson.fr,NXDOMAIN,327.979,10.0.0.5,false,
currencyrates.org,NOERROR,350.415,10.0.0.5,false,104.21.23.70;172.67.209.125
wpad,NXDOMAIN,165.944,10.0.0.5,false,
wpad,NXDOMAIN,167.526,10.0.0.5,false,
wpad,NXDOMAIN,164.003,10.0.0.5,false,
wpad,NXDOMAIN,166.626,10.0.0.5,false,
zpav.pl,NOERROR,376.440,10.0.0.5,false,83.238.107.112
tawali.com,NOERROR,488.353,10.0.0.5,false,173.249.147.46
dock2office.com,NXDOMAIN,324.603,10.0.0.5,false,
vlielandoutdoorcenter.nl,NOERROR,346.521,10.0.0.5,false,185.232.249.41
gregginn.com,NOERROR,504.040,10.0.0.5,false,15.197.148.33;3.33.130.190
arcoat.com,NOERROR,560.767,10.0.0.5,false,66.39.19.55
cushinglawoffices.com,NXDOMAIN,324.283,10.0.0.5,false,
eggcityradio.com,NOERROR,1146.840,10.0.0.5,false,103.224.182.253
michaelbyers.org,NOERROR,466.998,10.0.0.5,false,198.49.23.145;198.49.23.144;198.185.159.144;198.185.159.145
wpad,NXDOMAIN,165.687,10.0.0.5,false,
wpad,NXDOMAIN,164.073,10.0.0.5,false,
wpad,NXDOMAIN,162.152,10.0.0.5,false,
wpad,NXDOMAIN,163.531,10.0.0.5,false,
wpad,NXDOMAIN,166.500,10.0.0.5,false,
wpad,NXDOMAIN,168.373,10.0.0.5,false,
wpad,NXDOMAIN,166.527,10.0.0.5,false,
wpad,NXDOMAIN,167.750,10.0.0.5,false,
stkpro.ru,TIMEOUT,0.000,10.0.0.5,false,
silveropt.ru,NXDOMAIN,390.188,10.0.0.5,false,
topbarbee.com,NOERROR,609.297,10.0.0.5,false,159.203.135.249
teleskill.it,NOERROR,443.753,10.0.0.5,false,185.81.4.109
virtualjerusalem.com,NOERROR,563.735,10.0.0.5,false,69.48.168.47
morban.co.uk,NOERROR,1348.344,10.0.0.5,false,217.160.0.111
mechachal.org,NXDOMAIN,243.775,10.0.0.5,false,
noblewomanhood.com,NOERROR,460.891,10.0.0.5,false,74.208.236.114
cosmeticaestheticsurgery.com,NOERROR,473.630,10.0.0.5,false,3.33.130.190;15.197.148.33
note-so-easy.co.za,TIMEOUT,0.000,10.0.0.5,false,
isatap,NXDOMAIN,178.920,10.0.0.5,false,
isatap,NXDOMAIN,165.117,10.0.0.5,false,
isatap,NXDOMAIN,164.025,10.0.0.5,false,
isatap,NXDOMAIN,168.545,10.0.0.5,false,
vietcapitaltour.com,NXDOMAIN,325.440,10.0.0.5,false,
ncees.org,NOERROR,329.388,10.0.0.5,false,172.66.158.97;104.20.28.40
laigang001.com,NXDOMAIN,313.689,10.0.0.5,false,
verlockeshop.de,TIMEOUT,0.000,10.0.0.5,false,
clickdownloadfiles.com,NXDOMAIN,322.674,10.0.0.5,false,
e-hps.com,TIMEOUT,0.000,10.0.0.5,false,
drglendza.co.rs,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,174.966,10.0.0.5,false,
wpad,NXDOMAIN,169.020,10.0.0.5,false,
wpad,NXDOMAIN,165.933,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
ghimpele.ro,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,186.165,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,180.371,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
pahibu.net,NXDOMAIN,326.110,10.0.0.5,false,
trackcheatingspouse.com,NXDOMAIN,320.670,10.0.0.5,false,
dricom-hosting.nl,NOERROR,369.196,10.0.0.5,false,46.249.36.223
medipacademy.com,NOERROR,380.481,10.0.0.5,false,104.21.4.41;172.67.131.163
e-daily.gr,TIMEOUT,0.000,10.0.0.5,false,
cuteteenschoolgirlz.com,NXDOMAIN,318.103,10.0.0.5,false,
hralda.info,NXDOMAIN,205.206,10.0.0.5,false,
sendrakhizonline.com,TIMEOUT,0.000,10.0.0.5,false,
hayalforum.net,NXDOMAIN,327.794,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,170.580,10.0.0.5,false,
wpad,NXDOMAIN,168.207,10.0.0.5,false,
wpad,NXDOMAIN,166.544,10.0.0.5,false,
begleyhutton.com,NOERROR,1463.314,10.0.0.5,false,198.49.23.145;198.185.159.144;198.49.23.144;198.185.159.145
bmw-parts.ru,NOERROR,568.886,10.0.0.5,false,91.236.136.97
rterc.in,NOERROR,334.931,10.0.0.5,false,147.79.69.41;88.222.243.109
monitis.com,NOERROR,378.826,10.0.0.5,false,188.172.236.218
