domain,status,query_time_ms,resolver_ip,recursion_desired,answers
oberoncompany.com,TIMEOUT,0.000,10.0.0.5,false,
consejodentistas.org,TIMEOUT,0.000,10.0.0.5,false,
k-dsl.de,TIMEOUT,0.000,10.0.0.5,false,
asip.es,TIMEOUT,0.000,10.0.0.5,false,
androgyn.org,TIMEOUT,0.000,10.0.0.5,false,
panaceadream.com,TIMEOUT,0.000,10.0.0.5,false,
hotel.ch,TIMEOUT,0.000,10.0.0.5,false,
c3budiman.tk,TIMEOUT,0.000,10.0.0.5,false,
obtscan.com,TIMEOUT,0.000,10.0.0.5,false,
phoenix-music.ru,TIMEOUT,0.000,10.0.0.5,false,
motiie.com,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
isilon,TIMEOUT,0.000,10.0.0.5,false,
isilon,TIMEOUT,0.000,10.0.0.5,false,
isilon,TIMEOUT,0.000,10.0.0.5,false,
isilon,TIMEOUT,0.000,10.0.0.5,false,
cncdesign.co.kr,TIMEOUT,0.000,10.0.0.5,false,
udoo24.com,TIMEOUT,0.000,10.0.0.5,false,
ljyelectronic.com,TIMEOUT,0.000,10.0.0.5,false,
bek.ir,TIMEOUT,0.000,10.0.0.5,false,
valerievandenbroek.nl,TIMEOUT,0.000,10.0.0.5,false,
lacuentaperdida.org,TIMEOUT,0.000,10.0.0.5,false,
alkoholiker-clan.de,TIMEOUT,0.000,10.0.0.5,false,
doommovie.com,TIMEOUT,0.000,10.0.0.5,false,
xqgcab.com,TIMEOUT,0.000,10.0.0.5,false,
uanet.net,TIMEOUT,0.000,10.0.0.5,false,
tomorrowsreflection.com,TIMEOUT,0.000,10.0.0.5,false,
lighthouse.cc,TIMEOUT,0.000,10.0.0.5,false,
7sports.jp,TIMEOUT,0.000,10.0.0.5,false,
gamepsvita.com,TIMEOUT,0.000,10.0.0.5,false,
thunderex.com,TIMEOUT,0.000,10.0.0.5,false,
zamlelova.ru,TIMEOUT,0.000,10.0.0.5,false,
atomicbase.com,TIMEOUT,0.000,10.0.0.5,false,
qdushu.com,TIMEOUT,0.000,10.0.0.5,false,
raqualia.com,TIMEOUT,0.000,10.0.0.5,false,
fanzi.pl,TIMEOUT,0.000,10.0.0.5,false,
womenology.com,TIMEOUT,0.000,10.0.0.5,false,
tonaci.com,TIMEOUT,0.000,10.0.0.5,false,
youngsnetwork.it,TIMEOUT,0.000,10.0.0.5,false,
gvowebcast.com,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,NXDOMAIN,218.804,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
aspiringwriter.ca,TIMEOUT,0.000,10.0.0.5,false,
heygal.net,TIMEOUT,0.000,10.0.0.5,false,
mpskota.com,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
ohdev.co.uk,TIMEOUT,0.000,10.0.0.5,false,
topilehtipuu.com,TIMEOUT,0.000,10.0.0.5,false,
thereeftank.com,TIMEOUT,0.000,10.0.0.5,false,
volksschule-neufahrn.de,TIMEOUT,0.000,10.0.0.5,false,
qingjiaopidaiji.com,TIMEOUT,0.000,10.0.0.5,false,
jcwcn.com,TIMEOUT,0.000,10.0.0.5,false,
huhgmbh.com,TIMEOUT,0.000,10.0.0.5,false,
redcrosseth.org,TIMEOUT,0.000,10.0.0.5,false,
lookpage.org,TIMEOUT,0.000,10.0.0.5,false,
mplus.hk,TIMEOUT,0.000,10.0.0.5,false,
sandieskorner.com,TIMEOUT,0.000,10.0.0.5,false,
sinemagrafik.com,TIMEOUT,0.000,10.0.0.5,false,
itattoos.org,NXDOMAIN,237.746,10.0.0.5,false,
wpad,NXDOMAIN,192.511,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
lgmonitorreview.nl,TIMEOUT,0.000,10.0.0.5,false,
sscw.ee,TIMEOUT,0.000,10.0.0.5,false,
nucre.com,TIMEOUT,0.000,10.0.0.5,false,
cornesoft.com,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
isatap,TIMEOUT,0.000,10.0.0.5,false,
mattselznick.com,TIMEOUT,0.000,10.0.0.5,false,
horn-elektronik.com,TIMEOUT,0.000,10.0.0.5,false,
rousing.dk,TIMEOUT,0.000,10.0.0.5,false,
i12.de,TIMEOUT,0.000,10.0.0.5,false,
casco.com,TIMEOUT,0.000,10.0.0.5,false,
ambassadorsspfhf.org,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
capella.edu,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,145.925,10.0.0.5,false,
wpad,NXDOMAIN,149.265,10.0.0.5,false,
wpad,TIMEOUT,0.000,10.0.0.5,false,
wpad,NXDOMAIN,152.515,10.0.0.5,false,
wpad,NXDOMAIN,147.708,10.0.0.5,false,
nipslab.org,TIMEOUT,0.000,10.0.0.5,false,
webxtrap.com,TIMEOUT,0.000,10.0.0.5,false,
stopallthathating.com,TIMEOUT,0.000,10.0.0.5,false,
ovtoc.com,TIMEOUT,0.000,10.0.0.5,false,
vaco.ru,TIMEOUT,0.000,10.0.0.5,false,
ku.edu,TIMEOUT,0.000,10.0.0.5,false,
amedeos.net,TIMEOUT,0.000,10.0.0.5,false,
thankfullyyours.com,TIMEOUT,0.000,10.0.0.5,false,
elettronix.com,TIMEOUT,0.000,10.0.0.5,false,
meintrendyhandy.de,TIMEOUT,0.000,10.0.0.5,false,
a-loud.com,TIMEOUT,0.000,10.0.0.5,false,
hznzcn.com,TIMEOUT,0.000,10.0.0.5,false,
zilch.org,TIMEOUT,0.000,10.0.0.5,false,
metabans.com,TIMEOUT,0.000,10.0.0.5,false,
tretsomshop.nl,NOERROR,1138.409,10.0.0.5,false,23.227.38.32
gba4iosapp.com,NOERROR,452.450,10.0.0.5,false,198.49.23.144
wpad,NXDOMAIN,147.798,10.0.0.5,false,
wpad,NXDOMAIN,152.019,10.0.0.5,false,
wpad,NXDOMAIN,166.154,10.0.0.5,false,
wpad,NXDOMAIN,162.548,10.0.0.5,false,
